"","Gogo","Noddy","Ganesh Gaitonde","Voldemort","PB","Phoebe Buffay","Shiro","Augustus","Mr. White","Yatin ","Wonder Woman","Phantom","Red skull ","Bojack","Steven Gerrard","Michael Scott","Scout","Peter Griffin","Harry Potter","Creed","Thor","Scrooge","Chandler","Captain Marvel","Moonface","Krims","Aragorn","Naruto","Morty","Joey ","Eowyn","APS","Rey","RB","Heisenberg","Archer","Athena","Chandler","Nick","Sheldon","sovereign42","Mojo","Batman","Emily","Yoda","Chandlerr","Thanos","Fool of a Took","Tweety","SG","Ravenclaw","Madonna","Kite","kokilaben","Pablo Escobar","Tyrion","Rumi","Shelby","Joker","Mr. Wick","Kyo","Scrooge","Storm_Breaker","PK","Ashy_Drongo","Saitama","Shikaari Shambhu","Pepper","Madara Uchiha","Sansa","Vincent Vega","bira91","Donna Paulson","dragomir","SHERLOCK","Pickle Rick","Gina","Popeye ","Diana","lily","Gordon","Sheldon","Anups","Peter Parker","Pingu","Sherlock","Jack Reacher","EthanHunt","Rick and Morty","Moana","Agnes","Amy Santiago","Pikachu","Groot","Batman ","Amy Dunne","gojira","Hachi","Joker","Donna","Shinchan","Sheldon","Dumbledore","Enola","Batman","Joker","black","Balloo","Sirius","Aragorn_son_of_Arathorn_Heir_of_Isildur","Bubbles","princess mia","Harvey","Nuance","Ammu","Master GoGo","John Wick","Jerry","Munna Tripathi","Shushree","Mulan","Louis","Daniels","John Wick","Batman","Blossom","Phelps","po","Bruce Wayne","Rick","teja","Bumblebee","Butcher","Eisenheim","Sri","Iron Man","Lisa","Professor_X","SS","Bonbon","Shiro","Monica","Gandaldore","MBB Shortlist","Ace","Tattler","Pikachu","Noddy","Stan Lee","Thor","kira","Suppandi","Calvin","Tom","Slash","Dante","Penny","Cactus","Midge Maisel","Baburao","Raymond Reddington","flora","jaquen ha'ghar","Bubbles","Ava","Jean Grey","Venom","Heisenberg","Hermy","Lisbeth","Katniss","Gogo Yubari","Veronica","Shaktiman","Maximus","Argetlam","Baburao","Jessica","Venom","Zeus","Janet","Dark Knight","vr46","Piku","Dr House","Jaanu","Rachel","Scooby","Leia","Monica","Santiago","Fluffy","Donna","Jerry ","Arjuna","Hulk","Shelby","Naruto","Govinda","Don Draper","Katniss","Shelby","MS","Ptolemy","Sim","Shrek","boredtodeath","Buttercup","Quinn","Snowball","Nagin","Jerry","Mr. Spock","spider man","Shah Ghouse","momo","Phoebe","Pikachu","Tony","Grace","Eli","Beth","Quinn","Katniss","Ox","Obelix","Vito_Corleone","Celine","Kendall Roy","Legolas","Sheldon99","LBee","Luna Lovegood","Flash","Darcy","Bubbles","Chacha Chaudhary","Dexter","Rocket","Bubbles","Hobbes"
"Stan Lee",3,1,1,1,1,2,3,1,1,1,1,2,1,1,2,0,0,1,1,1,1,1,1,1,3,1,2,3,1,0,1,1,2,2,2,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,2,0,3,0,0,1,1,2,0,2,0,2,0,0,0,1,2,1,1,1,1,0,2,0,2,0,2,1,2,1,0,0,0,0,1,0,1,1,0,1,0,2,2,2,2,1,1,2,1,2,2,2,0,0,2,0,0,2,3,0,2,0,1,1,0,0,3,1,0,1,0,0,0,1,1,1,0,0,2,0,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0
"Thor",1,1,1,2,1,1,2,0,0,1,0,4,0,1,0,1,1,1,1,0,0,0,0,1,1,0,2,1,2,0,1,2,0,2,1,1,3,0,1,3,1,1,0,0,1,1,2,0,1,0,0,1,1,0,3,1,1,1,1,0,1,2,2,0,2,1,0,1,3,2,1,0,1,3,3,0,5,0,0,1,0,1,0,4,0,0,3,0,0,5,1,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,2,0,2,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,3,1,0,4,1,1,0,1,1,1,1,1,1,3,0,3,1,0,0,0,1,2,0,1,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,2,0,2,2,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1,2,0,0,1,0,0,0
"kira",2,3,1,2,2,2,2,2,1,1,2,1,1,2,1,3,1,1,1,2,1,2,1,1,1,2,1,2,0,1,0,2,1,0,1,2,2,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,0,1,0,1,2,0,0,0,2,0,1,0,1,0,1,2,1,0,1,1,1,1,0,2,1,1,0,1,0,0,1,1,1,0,0,1,1,1,2,0,0,0,1,0,0,2,2,1,1,0,1,3,0,1,1,1,1,0,2,3,3,2,0,1,0,2,1,4,0,0,1,1,3,1,1,1,0,1,1,0,0,2,0,1,0,2,0,1,2,0,3,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,2,0,1,0,0,0,2,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Suppandi",2,3,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,0,2,1,2,0,0,0,1,1,1,2,1,1,0,2,0,1,2,2,1,2,2,0,1,1,1,0,1,1,2,1,1,1,1,1,0,1,0,1,2,3,0,2,0,1,1,1,2,0,2,0,2,1,1,0,2,0,1,1,1,1,0,0,1,1,1,3,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,2,1,2,2,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,2,2,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,2,0,1,0,0,1,0,0,0,2,1,0,2,4,0,1,1,0,0,1,0,1,0,1,2,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"Calvin",1,3,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,0,2,2,2,1,1,1,1,2,1,2,1,1,0,1,3,1,1,0,0,1,1,0,0,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,0,2,0,2,1,1,1,1,0,1,0,3,2,1,1,1,0,1,1,0,1,1,2,0,1,0,0,1,0,0,1,0,1,0,2,2,0,1,0,2,0,0,0,1,2,1,1,1,1,2,1,1,0,1,2,0,1,0,2,2,1,1,0,0,1,0,1,0,2,1,0,2,1,0,1,0,0,1,0,0,1,3,2,1,0,0,0,1,1,0,0,0,0,2,1,0,2,0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"Tom",2,0,1,0,1,2,2,0,0,3,2,0,0,1,1,1,0,1,1,0,0,2,0,2,1,0,1,2,1,0,1,4,1,1,2,0,1,1,0,0,2,2,1,0,1,3,1,0,0,1,1,0,1,0,1,1,0,0,1,1,2,0,1,1,1,2,0,0,1,2,0,0,1,1,1,2,1,0,1,1,0,0,2,1,1,0,0,0,0,1,0,1,2,3,1,2,0,3,0,1,3,2,3,2,2,3,2,1,0,0,2,0,1,1,1,1,1,1,1,1,2,1,2,1,2,0,0,0,1,0,0,2,0,0,2,0,0,1,1,0,1,1,0,3,0,0,1,1,1,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,3,0,0,1,1,0,1,0,1,0,0,0,1,1,2,0,1,2,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0
"Slash",2,0,3,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,4,3,1,3,1,2,1,1,1,0,1,2,1,2,2,1,3,2,1,1,1,2,1,2,0,0,0,0,2,1,1,1,0,0,0,1,2,1,2,0,2,1,1,1,1,1,0,1,1,1,1,3,1,1,0,1,0,3,1,0,1,0,1,3,1,2,0,1,1,1,1,2,2,1,0,0,2,0,2,1,2,1,0,0,1,0,1,2,0,2,1,0,0,0,1,1,1,0,1,0,0,1,2,0,0,1,1,1,0,2,2,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,0,3,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dante",1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,2,1,1,1,0,1,0,0,0,2,2,2,1,0,2,1,1,2,1,3,1,1,1,1,1,0,0,2,2,1,1,1,1,1,0,1,1,0,1,2,0,0,1,3,2,0,3,1,2,1,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,2,1,0,1,0,1,0,0,0,2,2,1,1,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,2,0,1,1,1,1,2,1,0,1,0,0,1,1,0,1,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,2,1,0,1,1,0,0,1,0,2,1,1,1,0,1,1,1,0,2,1,1,0,0,1,0,2,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0
"Penny",4,1,1,2,1,3,2,2,2,1,1,1,0,1,2,0,0,1,2,2,1,2,1,0,5,1,1,5,1,0,1,0,4,3,3,0,1,0,1,1,2,2,0,2,1,1,2,1,0,1,4,0,0,0,0,1,1,0,2,0,0,0,1,3,0,2,1,2,0,0,0,2,3,0,1,0,2,0,1,0,1,1,3,0,4,0,0,0,0,0,1,1,1,0,0,2,0,2,1,1,2,0,0,4,1,3,2,4,0,0,0,0,0,1,3,0,4,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,2,0,0,3,0,0,0,2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cactus",2,2,3,2,1,1,2,3,0,2,1,0,1,1,0,1,1,1,2,0,1,0,2,0,1,1,1,2,3,1,4,1,1,0,0,0,2,1,1,0,2,1,0,3,2,1,1,0,2,2,2,2,1,1,0,2,0,0,0,0,1,2,1,2,0,2,0,1,1,3,1,0,0,0,0,1,0,0,0,0,2,1,2,2,2,0,1,1,1,0,1,0,0,1,0,3,0,2,0,1,1,0,0,1,0,2,4,1,1,1,1,2,1,0,1,1,1,1,0,0,3,0,4,0,1,2,2,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,2,0,1,0,2,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0
"Midge Maisel",0,2,4,0,0,0,1,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1,4,0,1,1,0,1,1,3,0,0,0,0,0,0,1,3,1,0,1,2,2,0,3,0,1,1,0,1,1,1,1,3,2,0,0,4,4,2,1,0,0,2,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,2,0,1,1,2,1,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,2,1,1,2,0,0,1,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,2,2,1,1,1,0,2,0,0,2,0,2,0,1,2,3,3,4,0,4,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,0,3,2,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0
"Baburao",1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,0,0,2,1,2,0,0,0,2,1,1,1,0,1,0,1,0,0,2,1,1,2,1,0,1,1,2,1,1,0,1,0,1,3,0,0,1,1,0,3,1,1,1,1,0,0,1,2,1,0,2,0,3,1,0,1,1,0,1,1,1,2,1,0,2,0,1,3,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,2,1,1,1,0,2,0,0,1,1,0,2,0,1,1,0,1,1,0,0,2,1,0,1,2,1,0,0,1,1,1,1,1,0,0,0,2,2,0,1,1,2,0,1,0,0,0,1,2,0,0,0,1,1,0,2,1,0,0,1,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,1,0,2,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,1,0,0,2,0,1,0,1,1,0,0
"Raymond Reddington",3,2,0,1,1,1,2,1,1,2,1,1,1,2,1,0,0,1,1,1,1,1,2,0,2,1,1,2,2,0,1,0,2,1,1,0,0,0,1,1,1,1,0,1,1,2,1,1,1,1,1,0,0,1,0,1,2,1,1,1,0,1,1,1,0,2,0,1,0,1,1,2,2,0,2,0,2,0,2,0,1,3,1,0,2,1,0,0,0,0,2,0,2,1,0,1,0,2,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,2,2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"flora",1,1,2,0,1,0,1,0,3,1,0,5,2,0,0,1,4,1,0,0,0,1,2,5,0,0,0,0,2,1,0,2,0,0,1,2,3,1,0,5,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,1,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1,2,1,0,0,0,1,0,1,0,3,0,4,2,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,1,1,3,0,0,0,1,2,0,0,4,1,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,1,0,2,0,0,3,1,0,0,0,2,0,0,2,2,1,2,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0
"jaquen ha'ghar",1,3,3,1,1,1,3,1,1,1,1,5,1,1,1,1,3,1,1,1,0,1,0,3,0,1,1,0,0,2,0,1,0,0,2,3,2,1,0,1,1,1,2,0,0,1,1,1,3,1,0,1,1,1,2,1,0,1,0,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,1,2,4,1,0,1,1,0,0,1,0,1,1,1,1,4,0,1,0,1,1,2,0,0,1,0,0,2,1,0,1,0,2,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1,1,3,1,1,1,2,1,0,0,1,0,0,2,1,0,2,0,0,1,0,1,0,1,3,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,2,0,2,0,0,1,0,2,0,1,0,1,1,1,0,0,2,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Bubbles",3,2,2,2,0,0,0,1,0,0,1,0,1,0,2,2,1,0,2,0,2,0,3,0,1,0,0,2,1,2,2,0,1,0,0,0,1,1,3,1,0,0,0,2,3,1,1,0,2,2,2,1,0,1,0,0,1,1,1,0,0,2,1,1,0,1,0,4,2,2,2,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,2,1,1,1,2,1,0,0,0,1,0,0,0,1,0,1,1,2,1,0,2,1,2,1,1,1,2,0,0,0,1,0,0,1,0,2,1,0,0,3,1,0,1,0,0,2,1,2,1,0,0,1,0,0,2,1,0,0,0,1,1,4,0,0,3,0,0,2,0,1,0,0,0,0,0,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,1,0,1,2,2,0,1,2,1,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
"Ava",2,0,0,1,1,2,1,1,2,1,2,4,0,1,1,0,0,1,1,3,1,0,2,2,1,1,1,3,2,0,2,1,2,1,2,0,2,0,1,2,1,1,0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,0,0,1,2,0,1,0,1,0,0,0,3,1,1,1,1,4,0,2,0,2,1,2,0,1,0,0,0,0,0,1,1,2,2,0,1,0,1,1,2,1,0,1,2,0,2,0,2,0,0,2,0,1,0,1,1,1,0,0,0,1,0,1,0,2,1,3,0,0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,3,0,0,2,1,0,1,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0
"Jean Grey",2,1,1,1,0,0,1,1,1,0,1,2,2,0,0,1,1,0,1,1,1,0,4,2,0,0,0,0,1,2,1,3,0,0,1,0,4,1,1,0,0,0,0,1,1,1,0,0,1,1,1,2,1,2,2,0,1,1,1,1,0,2,0,0,0,0,0,2,1,2,1,1,0,2,1,3,1,1,2,0,2,0,2,1,0,0,0,1,0,1,0,1,1,3,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,3,1,2,0,0,2,0,0,1,1,2,0,0,1,1,4,2,0,0,0,1,2,1,0,1,2,0,0,1,1,0,0,0,2,0,2,0,0,2,1,0,1,0,2,0,0,0,1,1,2,0,1,0,2,3,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,1,1,0,1,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,0,0
"Venom",2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,0,2,0,1,2,0,1,1,0,2,0,1,0,1,2,2,0,1,1,0,3,0,0,1,1,1,1,1,0,1,1,1,2,1,1,3,1,2,1,1,1,0,1,0,1,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,0,2,0,0,1,2,1,0,0,2,0,2,1,0,1,1,1,1,1,2,2,0,2,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,2,0,1,0,0,2,1,0,0,1,2,0,1,0,2,0,0,0,2,1,1,0,0,0,2,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,2,7,0,0,1,2,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Heisenberg",2,2,2,1,1,2,1,1,0,1,1,0,1,1,1,2,1,1,2,0,1,2,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,2,1,0,1,1,1,1,0,1,1,2,1,0,1,0,2,0,0,1,0,2,1,1,1,1,2,0,1,1,2,1,0,1,0,0,1,1,0,0,1,1,0,2,1,1,0,0,1,0,0,0,0,1,1,0,2,0,2,0,0,2,1,1,3,1,2,2,1,1,0,1,1,1,1,1,2,1,1,0,0,2,1,2,2,1,1,1,0,4,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,2,0,2,3,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hermy",1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,0,2,1,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,1,0,1,0,1,0,1,3,3,1,0,1,1,0,0,0,1,1,0,1,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,3,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,3,1,1,0,0,0,1,0,0,1,1,0,2,0,1,0,1,2,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,2,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Lisbeth",1,3,4,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,0,1,0,3,0,1,1,0,1,1,0,1,1,0,2,3,2,1,0,1,1,0,1,0,0,1,1,1,3,1,0,1,1,1,2,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,4,1,0,1,2,1,0,1,1,0,1,1,2,3,0,2,0,2,1,2,1,0,1,0,0,1,1,0,1,0,2,0,1,1,1,1,1,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,1,3,0,1,1,1,0,0,0,1,1,0,2,1,1,1,3,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Katniss",2,2,1,2,1,1,2,2,1,2,2,0,1,1,1,3,1,1,1,1,2,1,1,0,1,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,0,0,1,1,0,1,2,0,1,0,1,2,0,1,4,1,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,3,1,0,0,0,1,0,0,1,0,0,3,0,1,0,1,1,0,1,0,0,0,1,0,0,2,1,1,2,0,1,1,1,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1
"Gogo Yubari",2,1,0,1,2,2,2,1,1,2,1,1,0,2,1,1,0,2,2,1,1,0,1,0,2,1,3,3,2,0,2,1,2,1,1,0,0,0,2,1,2,2,2,1,2,2,3,1,0,1,1,1,0,0,0,2,2,1,2,0,1,1,4,1,0,2,0,2,1,1,1,1,2,1,1,0,1,0,2,1,1,1,1,2,1,0,0,0,0,0,1,0,2,0,1,1,0,2,1,3,2,0,0,2,0,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,0,1,0,1,1,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Veronica",2,3,3,2,1,1,1,2,1,1,2,1,2,1,1,2,3,1,2,1,2,1,2,1,1,1,1,0,2,2,1,0,1,1,2,2,1,2,1,1,0,1,1,2,2,0,0,1,2,1,1,2,1,2,2,0,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1,0,0,1,0,1,1,1,2,0,0,1,1,2,1,1,1,0,1,0,2,0,0,2,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
